1599649102.0581803,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,1
1599649102.179679,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-79,2
1599649102.5827777,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,3
1599649103.9318752,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,4
1599649104.2149346,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,5
1599649104.900224,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-71,6
1599649106.128879,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-71,7
1599649106.2712848,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,8
1599649106.956074,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,9
1599649107.2184672,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,10
1599649107.3600981,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-70,11
1599649107.5016723,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,12
1599649108.1863792,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,0
1599649108.5897043,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-69,1
1599649109.1341643,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,2
1599649109.2972221,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,3
1599649110.5054622,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-70,4
1599649110.7884433,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,5
1599649111.0712464,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-76,6
1599649111.19295,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-69,7
1599649111.3342972,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,8
1599649111.4757402,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-70,9
1599649112.422729,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-71,10
1599649112.7056222,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,11
1599649112.847326,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-69,12
1599649113.129827,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-71,0
1599649113.2715855,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-71,1
1599649113.8155649,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-70,2
1599649113.9371147,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,3
1599649114.078447,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,4
1599649114.3609364,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,5
1599649115.3077412,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-71,6
1599649115.5903654,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,7
1599649115.8528075,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,8
1599649116.3969498,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,9
1599649116.5384836,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-69,10
1599649116.821227,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-67,11
1599649116.9427896,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-70,12
1599649117.0841305,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,0
1599649117.36671,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,1
1599649117.6293008,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,2
1599649117.8917725,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,3
1599649118.174201,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,4
1599649118.4365592,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-67,5
1599649118.6994774,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-70,6
1599649118.9818232,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,7
1599649119.1234596,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-69,8
1599649120.0699248,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-69,9
1599649120.3525531,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-87,10
1599649120.4747007,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-79,11
1599649120.8978295,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-70,12
1599649121.4220881,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-70,0
1599649121.966392,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-70,1
1599649122.2490873,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,2
1599649122.3908947,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-71,3
1599649122.935342,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-69,4
1599649123.7618964,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-76,5
1599649124.1653268,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-71,6
1599649125.514906,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,7
1599649126.0591462,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,8
1599649126.2009199,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-69,9
1599649126.7451274,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-71,10
1599649127.0076976,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-69,11
1599649127.2904267,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-70,12
1599649127.5527637,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-70,0
1599649128.0971403,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,1
1599649128.2389069,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-69,2
1599649128.5216067,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-70,3
1599649128.7839558,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-71,4
1599649129.0464883,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-69,5
1599649129.329086,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-70,6
1599649129.5917494,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-70,7
1599649129.8743157,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,8
1599649129.9958375,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,9
1599649130.1371968,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,10
1599649130.278562,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-69,11
1599649130.420519,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,12
1599649130.5417533,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-70,0
1599649131.9109166,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-69,1
1599649132.8777924,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-79,2
1599649132.9994931,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-69,3
1599649133.1409454,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,4
1599649133.282343,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-69,5
1599649133.9674597,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-70,6
1599649134.1090283,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,7
1599649134.2507699,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-69,8
1599649134.6336892,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-76,9
1599649134.7753654,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,10
1599649135.460263,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-71,11
1599649136.004586,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-69,12
1599649136.2874067,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-71,0
1599649136.8315976,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-70,1
1599649137.0939994,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,2
1599649137.6381035,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,3
1599649137.779751,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-69,4
1599649138.0422823,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-69,5
1599649138.8685262,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,6
1599649139.5536938,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,7
1599649139.695304,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,8
1599649139.8367202,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-76,9
1599649140.1194046,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,10
1599649140.3817408,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,11
1599649140.52333,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,12
1599649140.9264796,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-71,0
1599649141.0683975,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,1
1599649141.2098484,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-71,2
1599649141.471893,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,3
1599649141.8953574,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-71,4
1599649142.1779966,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,5
1599649142.8631508,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,6
1599649143.125667,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-71,7
1599649144.3539932,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,8
1599649144.6368034,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,9
1599649144.7787666,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,10
1599649145.0419867,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-71,11
1599649145.727505,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,12
1599649145.8695173,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,0
1599649146.0112777,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,1
1599649146.2741137,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,2
1599649146.9592714,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,3
1599649147.1012228,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-71,4
1599649147.5045838,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,5
1599649147.7672694,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,6
1599649148.0505521,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,7
1599649148.594718,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,8
1599649148.7363925,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,9
1599649148.8580148,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-76,10
1599649149.261044,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,11
1599649149.5436604,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,12
1599649150.0878289,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,0
1599649150.2294207,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,1
1599649150.9144685,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,2
1599649151.1971426,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,3
1599649151.7413652,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,4
1599649152.003753,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,5
1599649152.1453388,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,6
1599649152.2886682,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-76,7
1599649152.4302309,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,8
1599649153.235948,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,9
1599649153.3775628,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-71,10
1599649153.9415975,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,11
1599649154.6265955,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-71,12
1599649155.2913983,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,0
1599649155.8396144,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,1
1599649156.2432415,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,2
1599649156.525751,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,3
1599649157.0700471,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,4
1599649157.1916268,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,5
1599649157.3331273,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,6
1599649157.4744396,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,7
1599649157.6160815,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,8
1599649157.737737,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,9
1599649158.7044587,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,10
1599649159.1281066,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,11
1599649159.5313418,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,12
1599649159.8138406,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,0
1599649160.0761557,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-73,1
1599649160.761329,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,2
1599649160.8832161,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,3
1599649163.0572124,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-90,4
1599649163.3403068,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-76,5
1599649164.0255523,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,6
1599649165.1131644,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,7
1599649165.5368426,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,8
1599649165.658522,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,9
1599649167.1685421,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-79,10
1599649167.712996,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,11
1599649168.116131,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,12
1599649168.3784413,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-79,0
1599649168.520191,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,1
1599649168.7823815,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,2
1599649170.7150824,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,3
1599649170.977556,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,4
1599649172.4677594,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,5
1599649172.6093955,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,6
1599649173.5759952,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,7
1599649173.6974573,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-79,8
1599649173.8388307,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-80,9
1599649173.9607527,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,10
1599649174.6456552,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-76,11
1599649174.9283898,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,12
1599649175.0705554,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,0
1599649175.332882,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,1
1599649175.615595,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,2
1599649177.3874004,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,3
1599649177.810916,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-76,4
1599649178.0733693,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,5
1599649178.4969893,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,6
1599649179.1622403,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,7
1599649179.5656104,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,8
1599649179.9688761,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,9
1599649180.3924868,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-79,10
1599649181.7416296,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,11
1599649182.0041761,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,12
1599649182.1457636,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-76,0
1599649182.2871864,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,1
1599649183.3749695,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,2
1599649183.6574073,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,3
1599649184.4634671,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,4
1599649185.2695227,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,5
1599649185.4113882,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-78,6
1599649186.1164374,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-76,7
1599649187.2048788,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,8
1599649187.3465347,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,9
1599649187.6290789,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,10
1599649187.8917298,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,11
1599649188.1545312,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,12
1599649188.437204,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-76,0
1599649188.9818318,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,1
1599649189.1235197,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-77,2
1599649189.6474168,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,3
1599649190.735499,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,4
1599649190.8770308,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,5
1599649191.1601448,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-72,6
1599649191.4225755,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,7
1599649191.8461332,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,8
1599649191.9675987,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,9
1599649192.3909762,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,10
1599649192.673631,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,11
1599649192.9360905,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-76,12
1599649193.1986818,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,0
1599649193.3403478,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,1
1599649193.4619958,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-75,2
1599649193.6034226,015bc7e7-2a5b-4b4e-9160-53f0d1be2b63,-74,3
